city,image_url,gps_location,timestamp,price,category,url,description,Video Link,website,report_link
Cologne,https://picsum.photos/200/300,"48.91433,12.67307",2023-05-24 19:00:00,428.32,business,https://example.com/item/80,Wireless Bluetooth headphones with noise cancellation and 20-hour battery life,https://www.youtube.com/embed/dQw4w9WgXcQ,https://www.wikipedia.org,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Berlin,https://upload.wikimedia.org/wikipedia/commons/9/9a/Gull_portrait_ca_usa.jpg,"51.191353,10.583481",2023-07-27 01:00:00,90.14,business,https://example.com/item/81,Organic green tea with natural antioxidants and calming aroma,https://www.youtube.com/embed/3JZ_D3ELwOQ,https://www.bbc.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Cologne,https://picsum.photos/200/300,"51.285557,10.178364",2023-01-14 03:00:00,290.9,education,https://example.com/item/82,Water-resistant smartwatch with heart rate monitor and GPS tracking,https://www.youtube.com/embed/Zi_XLOBDo_Y,https://www.cnn.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Cologne,https://www.w3schools.com/css/img_5terre.jpg,"51.650197,8.238581",2023-01-05 01:00:00,154.95,business,https://example.com/item/83,Eco-friendly bamboo toothbrush with biodegradable handle,https://www.youtube.com/embed/60ItHLz5WEA,https://www.nytimes.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Berlin,,"50.830186,8.793232",2023-09-10 12:00:00,204.32,travel,https://example.com/item/84,4K Ultra HD Smart TV with voice control and streaming apps,https://www.youtube.com/embed/9bZkp7q19f0,https://www.theguardian.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Berlin,https://picsum.photos/200/300,"48.600823,9.709398",2023-10-01 21:00:00,263.29,leisure,https://example.com/item/85,"High-protein energy bar with almonds, oats, and dark chocolate",https://www.youtube.com/embed/dQw4w9WgXcQ,https://www.reuters.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Berlin,https://images.unsplash.com/photo-1503023345310-bd7c1de61c7d,"48.458995,8.470785",2023-08-02 17:00:00,209.8,business,https://example.com/item/86,Minimalist leather wallet with RFID protection,https://www.youtube.com/embed/3JZ_D3ELwOQ,https://www.bloomberg.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Berlin,https://images.unsplash.com/photo-1503023345310-bd7c1de61c7d,"49.557067,12.897553",2023-10-04 09:00:00,341.97,education,https://example.com/item/87,Portable USB-C charger with fast charging support,https://www.youtube.com/embed/Zi_XLOBDo_Y,https://www.nationalgeographic.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Hamburg,https://www.w3schools.com/w3images/lights.jpg,"48.876651,8.085806",2023-03-29 04:00:00,265.81,business,https://example.com/item/88,Digital DSLR camera with 24MP sensor and WiFi connectivity,https://www.youtube.com/embed/60ItHLz5WEA,https://www.forbes.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Stuttgart,https://images.unsplash.com/photo-1503023345310-bd7c1de61c7d,"51.816822,12.034565",2023-04-02 06:00:00,312.89,travel,https://example.com/item/89,Stainless steel water bottle with vacuum insulation and sleek design,https://www.youtube.com/embed/9bZkp7q19f0,https://www.nasa.gov,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Stuttgart,,"49.731522,10.323369",2023-03-17 21:00:00,381.57,education,https://example.com/item/90,Wireless Bluetooth headphones with noise cancellation and 20-hour battery life,https://www.youtube.com/embed/dQw4w9WgXcQ,https://www.wikipedia.org,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Berlin,invalid_url,"51.248868,8.240295",2023-10-04 01:00:00,300.98,business,https://example.com/item/91,Organic green tea with natural antioxidants and calming aroma,https://www.youtube.com/embed/3JZ_D3ELwOQ,https://www.bbc.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Stuttgart,https://images.unsplash.com/photo-1503023345310-bd7c1de61c7d,"52.745729,12.433402",2023-04-09 00:00:00,313.94,education,https://example.com/item/92,Water-resistant smartwatch with heart rate monitor and GPS tracking,https://www.youtube.com/embed/Zi_XLOBDo_Y,https://www.cnn.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Stuttgart,https://upload.wikimedia.org/wikipedia/commons/9/9a/Gull_portrait_ca_usa.jpg,"49.304468,8.076523",2023-07-01 11:00:00,304.01,travel,https://example.com/item/93,Eco-friendly bamboo toothbrush with biodegradable handle,https://www.youtube.com/embed/60ItHLz5WEA,https://www.nytimes.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Berlin,https://picsum.photos/200/300,"52.667182,10.505199",2023-10-31 07:00:00,220.45,leisure,https://example.com/item/94,4K Ultra HD Smart TV with voice control and streaming apps,https://www.youtube.com/embed/9bZkp7q19f0,https://www.theguardian.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Stuttgart,https://www.w3schools.com/css/img_5terre.jpg,"50.696887,11.419819",2023-10-25 23:00:00,201.85,travel,https://example.com/item/95,"High-protein energy bar with almonds, oats, and dark chocolate",https://www.youtube.com/embed/dQw4w9WgXcQ,https://www.reuters.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Cologne,,"51.079256,12.719458",2023-02-02 19:00:00,454.84,travel,https://example.com/item/96,Minimalist leather wallet with RFID protection,https://www.youtube.com/embed/3JZ_D3ELwOQ,https://www.bloomberg.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Munich,https://picsum.photos/200/300,"52.721258,12.335995",2023-08-04 11:00:00,323.4,travel,https://example.com/item/97,Portable USB-C charger with fast charging support,https://www.youtube.com/embed/Zi_XLOBDo_Y,https://www.nationalgeographic.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Munich,invalid_url,"51.182018,12.004746",2023-06-03 18:00:00,159.96,travel,https://example.com/item/98,Digital DSLR camera with 24MP sensor and WiFi connectivity,https://www.youtube.com/embed/60ItHLz5WEA,https://www.forbes.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Berlin,https://images.unsplash.com/photo-1503023345310-bd7c1de61c7d,"51.385842,10.866835",2023-08-22 19:00:00,274.21,leisure,https://example.com/item/99,Stainless steel water bottle with vacuum insulation and sleek design,https://www.youtube.com/embed/9bZkp7q19f0,https://www.nasa.gov,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
